eadid,bib_number,collection_title,match_count,match_type,match_phrase,snippet
hardenfamily,000855579,Harden family papers,5,note_match,plantation,"the operation of 'Silk Hope,' a rice plantation near Savannah, with inventory of equipment and work done"
hardenfamily,000855579,Harden family papers,5,note_match,slaves,of equipment and work done during 1827; lists of slaves; courtship letters to Mary Ann Elizabeth Randolph; letters
harrisalex,002878442,Alex Harris photographs and papers,1,title_match,Plantation,", North        Carolina Wake Forest, North Carolina Fripp Plantation, St. Helena Island, South Carolina Dawn, Hinesville"
harrisdavidbullock,000855583,David Bullock Harris papers,2,note_match,slaves,"account book, 1845-1857, listing prices of slaves; personal and business correspondence and financial and legal papers"
harrisdavidbullock,000855583,David Bullock Harris papers,2,note_match,slaves,"; Harris's tobacco business; and the sale of slaves."", 'Processed by Rubenstein Library staff."
harriselizabethb,000894264,Elizabeth Baldwin Harris diaries,5,note_match,planter,"and William Wiley, a well-to-do planter. She was one of four children. The family"
harriselizabethb,000894264,Elizabeth Baldwin Harris diaries,5,note_match,plantation,"Harris, also of Hancock County, who owned a plantation there of 10,000 acres. Eliza was a descendent of"
harriselizabethb,000894264,Elizabeth Baldwin Harris diaries,5,note_match,overseer,"donor, Mrs. Elizabeth B.H. Holmes. Fate, the overseer of the Harris plantation, was the son of an"
harriselizabethb,000894264,Elizabeth Baldwin Harris diaries,5,note_match,plantation,"B.H. Holmes. Fate, the overseer of the Harris plantation, was the son of an African prince. ["
harriselizabethb,000894264,Elizabeth Baldwin Harris diaries,5,note_match,slavery,"national politics, events connected with the Civil War, and slavery, but most of the entries concern the weather,"
harriselizabethjohnson,000897767,Elizabeth Johnson Harris memoir,1,note_match,enslaved,", Georgia, in 1867, the daughter of formerly enslaved parents. She married Jacob Walker Harris in 1883 at"
harrisjohnb,003960743,John Benjamin Harris papers,6,title_match,Negro,"papers Writings Series, 1955-1991 and undated American Negro and His Media, The Leo        Burnett Company,"
harrisjohnb,003960743,John Benjamin Harris papers,6,title_match,Negro,"Analysis of Consumer Advertising to the         Washington, D.C. Negro Market, MBA Thesis, New York University,        "
harrisjohnb,003960743,John Benjamin Harris papers,6,title_match,Negro,"Office of Minority Business Enterprise,        1977 Case for Negro-Oriented Newspapers,        Eastman Kodak Company, 1967"
harrisjohnb,003960743,John Benjamin Harris papers,6,title_match,Negro,",        Eastman Kodak Company, 1967 Communications and the Negro Market: Framework         and Strategy, The Pillsbury Company"
harrisjohnb,003960743,John Benjamin Harris papers,6,title_match,Negro,"Eastman Kodak Company,        1967 Effective Advertising to the Negro Market: Some         Basic Guidelines, Eastman Kodak Company"
harrisjohnb,003960743,John Benjamin Harris papers,6,title_match,Negro,"       Electric Illuminating Company, 1983 (2 folders) Negro Market in America Today, Bob Dore        Associates,"
harrisrencher,000855586,Rencher Nicholas Harris papers,1,note_match,Negro,"order.', 'Includes a Survey of the Negro Vote in the 1952 Presidential Election compiled and distributed by"
hauerwas,002582771,Stanley Hauerwas papers,2,note_match,Freedman,"files, correspondence and other professional files collected while Sarah Freedman was Hauerwas' assistant."", 'Addition ("
hauerwas,002582771,Stanley Hauerwas papers,2,note_match,Freedman,"files, correspondence and other professional files collected while Sarah Freedman was Hauerwas' assistant."", 'Addition ("
hauerwas,002582771,Stanley Hauerwas papers,1,title_match,Abolition,"Old in Christ,         2004 Radical Democracy, 2004 Abolition of War, 2005 Speak No Evil, Duke,"
hedrickbenjamin,000856905,Benjamin Hedrick papers,6,note_match,slavery,"1856, expelled from the University for his attitude on slavery, he found it necessary to leave North Carolina. However"
hedrickbenjamin,000856905,Benjamin Hedrick papers,6,note_match,slavery,"the program there. In 1856, Hedrick's article opposing slavery and endorsing John Fremont and the Republicans was published in"
hedrickbenjamin,000856905,Benjamin Hedrick papers,6,note_match,slaves,"politics, universal suffrage, and crop-sharing by former slaves. He denounces W. W. Holden, the North Carolina"
hedrickbenjamin,000856905,Benjamin Hedrick papers,6,note_match,freedmen,for the population. Some letters to Hedrick complain about freedmen and their labor. Several correspondents discuss the poverty they
hedrickbenjamin,000856905,Benjamin Hedrick papers,6,note_match,slaves,of property to the Confederacy and in their loss of slaves to emancipation. Many write to Hedrick asking for seeds
hedrickbenjamin,000856905,Benjamin Hedrick papers,6,note_match,freedmen,", who is accused of electioneering among the state's freedmen. Hedrick is asked multiple times to promote Jonathon Worth"
hemphillfamily,000856911,Hemphill Family papers,8,note_match,plantation,"of Abbeville County. He was born on his father's plantation, Lindo. Robert Reid edited the "", """
hemphillfamily,000856911,Hemphill Family papers,8,note_match,slavery,"Robert C. Grier to him, concern the question of slavery. These letters are by other A.R.P. ministers and relatives"
hemphillfamily,000856911,Hemphill Family papers,8,note_match,slavery,as expressed in a letter from 1833; pro-slavery views; resignation of Thomas Cooper as president of South
hemphillfamily,000856911,Hemphill Family papers,8,note_match,slaves,"Cooper as president of South Carolina College; movement of slaves through Augusta, Georgia, in 1834-1835;"
hemphillfamily,000856911,Hemphill Family papers,8,note_match,abolition,the Seminoles of Florida; affairs at South Carolina College; abolition petitions in Congress in 1836; attempts to link Charleston
hemphillfamily,000856911,Hemphill Family papers,8,note_match,abolition,; slavery controversy in Kansas and land prices there; abolition; secession; reception in the South of the speeches
hemphillfamily,000856911,Hemphill Family papers,8,note_match,slaves,of that body; movement of James Hemphill's former slaves; bankruptcy of South Carolina in 1865 (James Hemphill
hemphillfamily,000856911,Hemphill Family papers,8,note_match,freedmen,1865); difficulties of Robert Nixon Hemphill in getting freedmen to sign work contracts; hard times in Reconstruction;
henkelfamily,000856919,Henkel Family papers,1,note_match,abolitionist,". One letter from 1860 mentions the hanging of an abolitionist. Also included is a diary begun in 1802,"
henkinlauren,008022241,Lauren Henkin photographs,1,note_match,slavery,"its black topsoil, cotton plantations, the legacy of slavery, civil rights history, and photographic history: Walker"
heschelabraham,005412628,Abraham Joshua Heschel papers,2,note_match,Freedman,"Fall 1960 issue of Conservative Judaism, by David Noel Freedman from the June 1960 Pittsburgh Perspective, by Herbert W."
heschelabraham,005412628,Abraham Joshua Heschel papers,2,note_match,Freedman,"include Milton Mayeroff, Lothar Kahn, and David Noel Freedman.', 'Transcript of ""Gandhi"" by"
heschelabraham,005412628,Abraham Joshua Heschel papers,1,title_match,Negro,Stringfellow Race: Race AMA: Lists AMA: Lists Negro Race: NY Race: Original NY Race Selma King
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,plantation,"Hicks (1800-1858) was a sheriff and plantation owner of Lawrenceville, Brunswick County, Virginia. He was"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,planter,"a judge, sheriff, land agent, lawyer, and planter in the same locality. In 1870 he was engaged"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,planter,"Edward B. Hicks (died 1858), lawyer and planter of Lawrenceville, Brunswick County, Virginia, and of"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,planter,"and of his son, David S. Hicks, lawyer, planter, and land agent. Papers of Edward B. Hicks"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,plantation,"in partnership with John W. Paup, of Spring Hill plantation at Red River, Arkansas, in 1837 and later"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,enslaved,", describes the deaths (""losses"") of enslaved persons at the plantation, and the building of better"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,plantation,"(""losses"") of enslaved persons at the plantation, and the building of better quarters. Letters also"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,enslaved,quarters. Letters also show that Hicks engaged in selling enslaved persons in New Orleans during 1852. Other interesting letters
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,Negro,"and his hatred for them amidst fears of a ""Negro supremacy."" Fifteen letters from General Thomas Ewing are"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,Plantation,"collection, was written from John Paup, Spring Hill Plantation, Hempstead county, Arkansas, to Edward Brodnax Hicks"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,plantation,", to Edward Brodnax Hicks, his partner in the plantation and resident of Brunswick County, Virginia. His thee-"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,enslaved,His thee-page letter refers to the economics of enslaved labor and buying enslaved persons; illness and the deaths
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,enslaved,letter refers to the economics of enslaved labor and buying enslaved persons; illness and the deaths of enslaved persons on
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,enslaved,"and buying enslaved persons; illness and the deaths of enslaved persons on the plantation; the cotton crop, insurance"
hicksedwardbrodnax,000856950,Edward Brodnax Hicks papers,15,note_match,plantation,"; illness and the deaths of enslaved persons on the plantation; the cotton crop, insurance, and prices;"
higginsonthomas,007793683,"Higginson, Thomas Wentworth letter",1,note_match,abolitionist,"007793683
', ""Thomas Wentworth Higginson was an American abolitionist, women's rights advocate, Unitarian Minister, writer,"
hillnathan,000894257,Nathan Hill papers,7,note_match,freedmen,"to and from Nathan H. Hill concerning his work teaching freedmen in Lincolnton, N.C., as well as family correspondence"
hillnathan,000894257,Nathan Hill papers,7,note_match,plantation,"N.C. In these letters, Tourgée discusses conditions of former plantation lands in the South and states that he will encourage"
hillnathan,000894257,Nathan Hill papers,7,note_match,freedmen,"from Yorkshire, England who was also involved with the freedmen's schools in North Carolina. These letters, bulk"
hillnathan,000894257,Nathan Hill papers,7,note_match,freedmen,"African-Americans after the Civil War, especially the freedmen's school in Lincolnton, N.C."", 'The"
hillnathan,000894257,Nathan Hill papers,7,note_match,freedmen,"chiefly concerning Nathan H. Hill and his work in the freedmen's school in Lincolnton, N.C."", ""This"
hillnathan,000894257,Nathan Hill papers,7,note_match,Freedmen,", insurance, and vouchers for the rental of a Freedmen's School building in North Carolina. Many of the"
hillnathan,000894257,Nathan Hill papers,7,note_match,Negro,"contains a letter of indenture for a seven year old Negro boy."", 'Contains five folders of undated"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,Garvey's The Black Man: A Monthly Magazine of Negro Thought and Opinion; Cyril V. Briggs' The Crusader
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"the editor in chief of The Marcus Garvey and Universal Negro Improvement Papers, a multi-volume letterpress edition of"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,the unpublished Volume 8 of the Marcus Garvey and Universal Negro Improvement Association Papers (held within the African Volumes series
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"used in publishing Robert Hill's Marcus Garvey and Universal Negro Improvement Association Papers, American Volumes I-VII ("
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"the Caribbean, the founding and evolution of the Universal Negro Improvement Association (UNIA) in the United States,"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"indexed photocopies of articles from Garvey's newspapers: The Negro World, The Black Man, and his monthly magazine"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"used in publishing Robert Hill\'s Marcus Garvey and United Negro Improvement Association Papers, Africa for the Africans (1921"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,colonial rule. African opposition to Garvey and his Universal Negro Improvement Association (UNIA) intensified the debate concerning the
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,the unpublished Volume 8 of the Marcus Garvey and Universal Negro Improvement Association Papers (held within the African Volumes series
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"indexed photocopies of articles from Garvey's newspapers, The Negro World and The Black Man. Annotated photocopies of microfilm,"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,", G. A. Woodley, Hon. Sol. Plaatje, Negro World, Misc Africa', 'Contents Include:"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Johnson, Baltimore Afro-American, New York, Negro World, African World, Nigerian Pioneer, John Cooper"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"FWA), Gold Coast, J. Milton Baston to the Negro World, Liberia, Los Angeles, Sierra Leone,"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Anti-slavery,"Ancestors as Elders in Africa; Temperley, Howard; Anti-slavery and Aborigines Protection Society; Jenkins, Roy; Atlantic Slave"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,slavery,"Elders in Africa; Temperley, Howard; Anti-slavery and Aborigines Protection Society; Jenkins, Roy; Atlantic Slave"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Anti-slavery,"Jefferson; Tilly, Charles; Lynn, Martin; Anti-slavery Reporters; Jenkins, Roy; The Atlantic Slave Trade"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,slavery,"Tilly, Charles; Lynn, Martin; Anti-slavery Reporters; Jenkins, Roy; The Atlantic Slave Trade"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Anti-Slavery,"Slave Trade; Wyse, H.C.; British Commerce as Anti-Slavery Device; Colley, Linda; Building an Anti-slavery"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Slavery,"; Wyse, H.C.; British Commerce as Anti-Slavery Device; Colley, Linda; Building an Anti-slavery"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Anti-slavery,"Anti-Slavery Device; Colley, Linda; Building an Anti-slavery Wall; The Cabo Verde Archipelago-Western African Nexus"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,slavery,"Slavery Device; Colley, Linda; Building an Anti-slavery Wall; The Cabo Verde Archipelago-Western African Nexus"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Anti-Slavery,"Campbell, Robert; Delany, Martin; Captive Kings British Anti-Slavery literature; Quinn, Frederick; Christian Life in the"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Slavery,"Robert; Delany, Martin; Captive Kings British Anti-Slavery literature; Quinn, Frederick; Christian Life in the"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Slavery,"Modernization in Sierra Leone; Harrell-Bond, Howard; Slavery and the Politics of Liberation; Criminality; Sekyi, Kobina"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Antislavery,"Officer, Rev Morris; Puse, Mohammed; The Antislavery Expedition to the Niger; Whitehouse, Rev. John James"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"articles in the UNIA's own New York-published Negro World, informant reports, and some of the few"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,", 'The Black Man: A Monthly Magazine of Negro Thought and Opinion was a magazine created and edited by"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"author and journalist published in The Crisis, Nation, Negro Digest, American Mercury, and National Review under multiple"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,Lessons is a companion to The Marcus Garvey and Universal Negro Improvement Association Papers published by Hill in 1987. The
hillrobert,006289719,Robert A. Hill Collection,53,note_match,slavery,"; messiah; nationalism; race; religion; sin; slavery; and socialist.', 'Rodney, Walter"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,slavery,course readings on topics of African Diaspora including: American slavery; Caribbean economics; C.L.R. James; Huey Newton; John
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,; John Brown; Black Studies; Nationalism; the Negro in the New Deal; the Republic of New Africa
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"the National Archives and Jamaica Archives. The Crusader, Negro World, and The Blackman are a few of the"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Hill's publications, particularly The Marcus Garvey and Universal Negro Improvement Association Papers as well as The FBI's Racon"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Belgian Embassy Washington, Ministeres Des Affaires Etrangeres, correspondence, Negro World 1922 Jul 29', 'Cuban National Archive"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"relating to surveillance and of Black Radicals Reel 4, Negro World Issues 1920 Aug 28 and 1921 Aug 6'"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"to surveillance and of Black Radicals Reel 5 duplicate, Negro World, Negro World Issues 1918 Nov 30, 1919 Mar"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"of Black Radicals Reel 5 duplicate, Negro World, Negro World Issues 1918 Nov 30, 1919 Mar 1, 1919"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"negative', 'British Museum', 'The Negro in America', 'The Crusader', '"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,", ""Rise of Race and Consciousness in the American Negro, University of Chicago Master's thesis"", '"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"No. 1-3', 'The Montreal Negro Community, , MA thesis McGill University, positive'"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"21', 'Miscellaneous Newspapers: Plain Talk, Negro Voice, The Herald 1924-43', '"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"South Africa Archives, Foreign Archives, SAGA, Contains Negro World 1920 Nov 13', 'National Civic Federation"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"1920 Nov 13', 'National Civic Federation The Negro, negative', 'M.I.D. Record Cards, Negro"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Negro, negative', 'M.I.D. Record Cards, Negro Subersive', 'Edgar Grey Editorials: May 13"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Military Gov. of Santo Domingo 1914-1920 (Contains Negro World, Sep 11, 1920, Oct 23,"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"'Voice of Missions', 'Voice of the Negro, Vol.1-4, No. 2',"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Georgia, Connecticut, Bertley, L.W., The Universal Negro, Henry, K.S.A., The Place of the Culture"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Hill. Included in this series are facsimiles of the Negro World and other U.S. and international black newspapers, facsimiles"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Rolinson, Mary Gambrell', 'Includes editorials for Negro World and the Gleaner; speeches for Universal Negro Improvement"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"Intercolonial Steamship and Trading Company, FBI investigations on National Negro Congress, and Paul L. Robeson.', '"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"by Marcus Garvey, such as original correspondence, The Negro World, The Blackman (weekly), The Black"
hillrobert,006289719,Robert A. Hill Collection,53,note_match,Negro,"UNIA Mailings, which consists of issues of The New Negro World, Garvey's Voice, and Stewart's Voice"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Baker, Newton Diehl Balboa - League of Struggle for Negro Rights Balch, Emily Ballentine, Claudius M. Ballinger,"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,slavery,", Bertha F. Brisbane, Arthur British economy and Caribbean slavery British plan colonization of Jews Brooks, Rev. Dr. J.D."
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Duncan, Colonel Otis B. Dunn, G. William - Negro World editor Dunn, John Duplicates Duplicates Vol. VI"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Freedman,"Francisco, Honorable Rothschild Frederick the Great Freeborough, Geoffrey Freedman, J.L Freeman, Harry Lawrence Frost, Wesley Furno"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,", Charles L. Japan at Washington Conference Japanese in the Negro World - Vol. VI Jefferson, Thomas Jelf,"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Nations League of Nations, petition League of Struggle for Negro Rights - Solomon Harper Lee, General Robert Leopold,"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Nagler, Maurice National Baptist Publication Society of America National Negro Press Association National Race Representative Congress for World Democracy and"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Rights League Native Americans, policy toward Neill, J.H. Negro agitation - Chicago Negro census Negro Convention Bulletin Negro World"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,", policy toward Neill, J.H. Negro agitation - Chicago Negro census Negro Convention Bulletin Negro World 1921 - miscellaneous Negro"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"toward Neill, J.H. Negro agitation - Chicago Negro census Negro Convention Bulletin Negro World 1921 - miscellaneous Negro World Publishing"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,J.H. Negro agitation - Chicago Negro census Negro Convention Bulletin Negro World 1921 - miscellaneous Negro World Publishing Company Negro World
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Negro census Negro Convention Bulletin Negro World 1921 - miscellaneous Negro World Publishing Company Negro World circulation, Africa - laws"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Bulletin Negro World 1921 - miscellaneous Negro World Publishing Company Negro World circulation, Africa - laws against Negro World Ban"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Publishing Company Negro World circulation, Africa - laws against Negro World Ban in West Indies Negro World Ban Negro World"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Africa - laws against Negro World Ban in West Indies Negro World Ban Negro World Ban in Gambia Nelson, Admiral"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"against Negro World Ban in West Indies Negro World Ban Negro World Ban in Gambia Nelson, Admiral Nelson, Senator"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Washington (Goethals) Squire, Paul C. Staff of Negro World 1918-1933 State Department Officials Steele, Julian"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Pro- and Anti-Garvey UNIA splits after 1926 Universal Negro Political Union USDA office extension - T.M. Campbell Vandercook,"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Bantu Voters Association Batson, J. Milton - articles in Negro World, West Africa Belgian Congo, Negro World in"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"articles in Negro World, West Africa Belgian Congo, Negro World in Belgian Congo - Daily Negro Times Belgian Congo"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Belgian Congo, Negro World in Belgian Congo - Daily Negro Times Belgian Congo - Irvine, Cecilia - announcements Belgian"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,slavery,Alberto Italo-Ethiopia War - American response Ethiopia - slavery Excluded - unidentified Excluded - Basvtoland Excluded - Belgian Congo
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Africa - Manchuelle, Francois Annotations French West Africa - Negro World French West Africa - official reaction French West Africa"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Smith, Bishop C.R. - annotations Smuts - petition re Negro World censorship - South Africa Somalia South Africa - articles"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Craigen, J.A. Norton Article in the Gold Coast Leader Negro World Doc: 280911 London, Black Man Abbreviations and"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,Agbebi Black Star Line circular Facsimiles and Photos - All Negro Communities of the World Facsimiles and Photos - Alleged Liberian
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,Development Movement Facsimiles and Photos - An Appeal to the Negro Race Facsimiles and Photos - ANL - One God One
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"- Diagne, Blaise Facsimiles and Photos - Dubois on Negro Soldier in France Facsimiles and Photos - Duse Mohamed Ali"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,- Garvey Awaits Retirement Facsimiles and Photos - Garvey Sees Negro Driven Out of U.S. Facsimiles and Photos - Garvey Speaking
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Facsimiles and Photos - Grand Re-Union of the Negro Peoples Facsimiles and Photos - Grey, Edgar - facsimile"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"images, Vol. XI Facsimiles and Photos - International Negro Convention Facsimiles and Photos - Journey of W.E.B. Dubois Facsimiles"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Division Facsimiles and Photos - miscellaneous Facsimiles and Photos - Negro World cartoons, Lost Nothin' in         Africa Facsimiles and"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,", Lost Nothin' in         Africa Facsimiles and Photos - Negro World, advertisements Facsimiles and Photos - Negro World,"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Photos - Negro World, advertisements Facsimiles and Photos - Negro World, Boers Bomb Hottentots Facsimiles and Photos - Negro"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Negro World, Boers Bomb Hottentots Facsimiles and Photos - Negro World, front pages Facsimiles and Photos - Negro World"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"- Negro World, front pages Facsimiles and Photos - Negro World, Plea for Democracy Facsimiles and Photos - Negro"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Negro World, Plea for Democracy Facsimiles and Photos - Negro World, Possess this Land or         Perish Facsimiles and"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Slavery,Obituary Whittaker Chamber Ereke Saw Elba Blacks in Britian Review Slavery Book Reviews Conviction on the High Seas Elegy for an
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"do lists - Vols. XII-XIII Treatment of Negro laborers UNIA UNIA Friendly Society Work report, Jamaican Volume"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Comtr annotations Editorial Board, Caribbean Series Enclosures, Jamaica Negro World issues on 280313 Excluded documents Forms - Caribbean Series"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,Grenada Guatamala and Honduras Guatamala - documents and annotations Guiana Negro Press Convention Haiti Honduras - annotated Jamaica Jamaica and Port
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Facsimiles - Steward, T. McCants Photos and Facsimiles - Negro World Photos and Facsimiles - African Communities League Photos and"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,Photos and Facsimiles - Isaiah Morter Photos and Facsimiles - Negro Factories Corporation Photos and Facsimiles - Negro in the Realm
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,and Facsimiles - Negro Factories Corporation Photos and Facsimiles - Negro in the Realm of Commerce Photos and Facsimiles - Negro
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,Negro in the Realm of Commerce Photos and Facsimiles - Negro World Prohibited in Bahamas Photos and Facsimiles - Negro World
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"- Negro World Prohibited in Bahamas Photos and Facsimiles - Negro World, Negroes at Versailles Photos and Facsimiles - newspaper"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"UNIA members, Canal Zone Photos and Facsimiles - Universal Negro Improvement and Conservation         Association and African Communities' League"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"MGPP review Publication related to the Marcus Garvey Project The Negro World Dahomey articles and archives Dobethneck, Diane Notes -"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"shots, other,         Garvey with others, people Negro Enterprise in Harlem in 1915 from The Colored American Review"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,negro,"Schuyler - interracial marriage George Schuyler - history of the negro, letters, plans, etc.; articles on"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,Schuyler - The Messenger George Schuyler - Japan and the Negro George Schuyler - Shafts and Darts George Schuyler - names
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Harlem: A Story of Life in New York's Negro Sect,         transcription George Schuyler - The Revolt Against"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"George Schuyler - Dover, Cedric George Schuyler - The Negro Author's Use, transcription George Schuyler - Scenario George"
hillrobert,006289719,Robert A. Hill Collection,386,title_match,Negro,"Doe, a Japanese RACON - Weaver, Robert - Negro Labor RACON - Roosevelt Library RACON - Bibliography RACON -"
