oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
884726107,006002977,20140728120932.0," Williams, Louis E. (Louis Eugene), 1933-2013. ","Louis E. Williams papers, 1951-1971 and undated.",186 items (0.4 lin. ft.),summary,racism,"and plans for her to move to South Carolina, racism, Civil Rights issues in Baltimore and related generational clashes",RaceEuphemisms
871448642,006009347,20140305155112.0, North Carolina. http://id.loc.gov/authorities/names/n79007042 Court of Pleas and Quarter Sessions (Warren County) ,"Indictment of Free black Noah Ashe for living with slave woman, 1851.",1 item (0.01 lin. ft.),summary,negro,"that ""It shall not be lawful for any free negro or free person of colour to intermarry or cohabit and",RaceEuphemisms
871448642,006009347,20140305155112.0, North Carolina. http://id.loc.gov/authorities/names/n79007042 Court of Pleas and Quarter Sessions (Warren County) ,"Indictment of Free black Noah Ashe for living with slave woman, 1851.",1 item (0.01 lin. ft.),summary,negro,man and wife with any slave; and any free negro or person of colour so intermarrying or cohabiting...shall,RaceEuphemisms
878699116,006054641,20140501160834.0," Felton, Rebecca Latimer, 1835-1930. http://id.loc.gov/authorities/names/n80010324 ","Rebecca Latimer Felton letter and William J. Northen pamphlet, 1894, 1899.",2 items (0.1 lin. ft.),summary,Negro,"(17 pages) published in 1894, ""The Negro at the South."" In it, Northen responded",RaceEuphemisms
878124104,006068684,20140425133541.0, National Association for the Advancement of Colored People. http://id.loc.gov/authorities/names/n80049704 ,"National Association for the Advancement of Colored People records, 1960-1965 and undated.",10 items (0.1 lin. ft.),summary,Race Relations,"along with a 1960 ""Selected Bibliography of Books on Race Relations and the Negro"" from the NAACP Division of Research",RaceEuphemisms
878124104,006068684,20140425133541.0, National Association for the Advancement of Colored People. http://id.loc.gov/authorities/names/n80049704 ,"National Association for the Advancement of Colored People records, 1960-1965 and undated.",10 items (0.1 lin. ft.),summary,Negro,"""Selected Bibliography of Books on Race Relations and the Negro"" from the NAACP Division of Research and Information.",RaceEuphemisms
878124104,006068684,20140425133541.0, National Association for the Advancement of Colored People. http://id.loc.gov/authorities/names/n80049704 ,"National Association for the Advancement of Colored People records, 1960-1965 and undated.",10 items (0.1 lin. ft.),bionote,Colored,,RaceEuphemisms
878124104,006068684,20140425133541.0, National Association for the Advancement of Colored People. http://id.loc.gov/authorities/names/n80049704 ,"National Association for the Advancement of Colored People records, 1960-1965 and undated.",10 items (0.1 lin. ft.),bionote,race-based,economic equality of rights of all persons and to eliminate race-based discrimination.,RaceEuphemisms
883909917,006109594,20140718143720.0,NULL,"Letter, account, and dividend book, 1839-1867 and undated.",2 items (0.8 lin. ft.),summary,troubles,Witherby's closing of the company because of his financial troubles. This is followed by 9 pages of an undated,RaceEuphemisms
885821322,006140541,20141010110532.0," Lethbridge, John Hesketh, 1798-1873. ","John Hesketh Lethbridge diary, 1829 January 1-1831 December 31.",2 items (0.6 lin. ft.),summary,colored,two of verse simply illustrated with drawings of flowers in colored pencil. These are followed by brief daily entries of,RaceEuphemisms
887219581,006141729,20140815124253.0," Lyon, Rosina. ","Rosina Lyon letters, 1846-1849.",4 items,summary,colored,". She writes of teaching her niece and ""two colored pupils residing in the family,"" along with an",RaceEuphemisms
887219581,006141729,20140815124253.0," Lyon, Rosina. ","Rosina Lyon letters, 1846-1849.",4 items,summary,colored,"-Americans of all ages who attend the local ""colored school. All seem interested. There are but few",RaceEuphemisms
890156165,006148577,20191018100439.0, American Colony. Photography Department. ,"American Colony lantern slides of biblical lands, 1910s-1940s.","1.0 linear ft., 77 items.",summary,colored,"set of sixty-six commercially produced, hand-colored lantern slides, featuring photographic images taken in the early",RaceEuphemisms
892073506,006149461,20141003105120.0,NULL,"Patent medicine pamphlets, advertisements, mailers, and packaging collection, 1905-1935 and undated.",46 items (1.0 lin. ft.),summary,troubles,"complaint, including but not limited to: ""womanly troubles,"" ulcers, biliousness, hysteria, rheumatism,",RaceEuphemisms
896731688,006221959,20150108103040.0," Ransom, Edward S. (Edward Stebbins), 1843-1927. ","Edward S. Ransom letters, 1863 May, November.",2 items (0.1 lin. ft.),summary,colored,"friendships he made with educators who supported and staffed the colored and evening schools, and his religious habits.",RaceEuphemisms
1162814187,006276840,20200925151907.0," Wolfe, Leslie R. http://id.loc.gov/authorities/names/n90703689 ","Leslie R. Wolfe papers, 1972-2014 and undated.",37.5 linear ft.,bionote,racial,in education by publishing a landmark study on gender and racial bias in the SAT test. She also made significant,RaceEuphemisms
901527799,006287146,20150130143259.0," Tapp, William H., 1814-1892. ","William Tapp receipts and postcard, 1846-1882 and undated.",35 items (0.1 lin. ft.),summary,Colored,"an 1868 receipt for Tapp's ""use of the Colored woman, Mary"" and marking the $3 amount",RaceEuphemisms
1013544080,006289719,20200108153143.0," Hill, Robert A., 1943- http://id.loc.gov/authorities/names/n82094350 creator. ","Robert A. Hill collection, 1890-2014.",755 linear ft.,summary,Negro,"of the Hill Collection is The Marcus Garvey and Universal Negro Improvement Association Papers, a series of publications that Hill",RaceEuphemisms
1013544080,006289719,20200108153143.0," Hill, Robert A., 1943- http://id.loc.gov/authorities/names/n82094350 creator. ","Robert A. Hill collection, 1890-2014.",755 linear ft.,summary,Negro,"administration, political activities, and writings of the Universal Negro Improvement Association; biographical information regarding other African American political",RaceEuphemisms
1013544080,006289719,20200108153143.0," Hill, Robert A., 1943- http://id.loc.gov/authorities/names/n82094350 creator. ","Robert A. Hill collection, 1890-2014.",755 linear ft.,summary,Negro,Garvey's The Black Man: A Monthly Magazine of Negro Thought and Opinion; Cyril V. Briggs' The Crusader,RaceEuphemisms
1013544080,006289719,20200108153143.0," Hill, Robert A., 1943- http://id.loc.gov/authorities/names/n82094350 creator. ","Robert A. Hill collection, 1890-2014.",755 linear ft.,summary,Racial,and Ethiopian Stories; and The FBI's RACON: Racial Conditions in the United States during World War II.,RaceEuphemisms
1013544080,006289719,20200108153143.0," Hill, Robert A., 1943- http://id.loc.gov/authorities/names/n82094350 creator. ","Robert A. Hill collection, 1890-2014.",755 linear ft.,bionote,Negro,"Los Angeles; editor of the Marcus Garvey and Universal Negro Improvement Papers, a multi-volume letterpress edition published",RaceEuphemisms
913400596,006566344,20150803101825.0, Jewish Heritage Foundation of North Carolina. http://id.loc.gov/authorities/names/no2009045866 ,"Jewish Heritage Foundation of North Carolina oral history collection, 1981-2014.",4.0 lin. ft.,summary,race relations,"religious education, participation in Jewish congregations, antisemitism and race relations in North Carolina, World War II military service and",RaceEuphemisms
913758794,006572865,20150803101202.0," Barker, Aaron Michael, 1886-1943. ","Aaron Michael Barker papers, 1905-1979 and undated.",1.4 lin. ft.,summary,troubles,"memories (circa 1942-1943) detail his financial troubles, family updates, and feelings on the treatment of",RaceEuphemisms
929033214,006627092,20170328112207.0," Barnes, B.I. (Bernard Irwin). ","Bernard Irwin Barnes papers, 1931-1966 and undated.",0.5 lin. ft.,summary,race relations,and traditional devotional subjects to more contemporary topics such as race relations and World War II. He references scripture as well,RaceEuphemisms
1164185644,007631942,20200925151816.0," Tatnall, Sally, creator. ","Sally Tatnall papers, 1953-2016 and undated.",13.5 linear ft.,summary,racism,", women's spirituality, reproductive health, anti-racism, and back-to-the-land projects",RaceEuphemisms
1164185644,007631942,20200925151816.0," Tatnall, Sally, creator. ","Sally Tatnall papers, 1953-2016 and undated.",13.5 linear ft.,bionote,Racism,"(1987), and organized the Stop Oppression and Racism group . She is currently active in Old Lesbians Organizing",RaceEuphemisms
959981914,007674606,20161020095839.0," Sewall, Samuel, 1652-1730, http://id.loc.gov/authorities/names/n50001401 witness. ","Susanna Ramer affidavit, 1713 March 16 - 1713 April 10.",0.1 linear ft; 1 item,summary,Negro,"up into her Garret this Monday Morning to call her Negro Alexander, she found Anne Staples Servant Maid of Samuel",RaceEuphemisms
976436201,007806702,20170501104740.0," John Avery Boys' Club, Inc., http://id.loc.gov/authorities/names/no2017036065 creator. ","John Avery Boys' Club records, 1939-1971.","0.1 linear ft., 98 items",bionote,Negro,"Durham's juvenile court, asked Durham's Committee on Negro Affairs to find a solution for juvenile delinquency. A",RaceEuphemisms
985001710,007811469,20170501155248.0," Cooper, Anna J. (Anna Julia), 1858-1964, http://id.loc.gov/authorities/names/n81024710 correspondent. ","Anna Julia Cooper papers, 1934-1951.","0.1 linear ft., 13 items",summary,negro,"Billington also corresponded with Dorothy Porter, head of the negro collection at Howard University, and Rayford Logan, professor",RaceEuphemisms
1012114245,008010309,20171117105157.0," Snare, Edmund, 1828-1867, creator. ","Edmund Snare papers, 1836-1867.","0.8 linear ft., 4 items.",summary,Colored,"was an African American with the 32nd Regt. U.S. Colored Troops. Entries recorded the soldier's name, home",RaceEuphemisms
1007848148,008044323,20171027141534.0," Smith, Thomas, creator. ","Thomas Smith deed of manumission, 1803 July 19.","1.0 linear ft., 1 item",summary,negro,,RaceEuphemisms
1008733364,008045734,20171031094155.0,NULL,"J. Nevett Steele and Mary Murray deed of manumission, 1846 December 4.","1.0 linear ft., 1 item",summary,negro,,RaceEuphemisms
1008733364,008045734,20171031094155.0,NULL,"J. Nevett Steele and Mary Murray deed of manumission, 1846 December 4.","1.0 linear ft., 1 item",summary,negro,"for a ""negro woman slave named Sophy and a negro girl named Sarah and a negro boy named Henry,",RaceEuphemisms
1008733364,008045734,20171031094155.0,NULL,"J. Nevett Steele and Mary Murray deed of manumission, 1846 December 4.","1.0 linear ft., 1 item",summary,negro,"named Sophy and a negro girl named Sarah and a negro boy named Henry, children of said Sophy,""",RaceEuphemisms
1103609970,008296840,20200218123546.0," Cook, Samuel DuBois, 1928-2017, http://id.loc.gov/authorities/names/no99027154 creator. ","Samuel DuBois Cook papers, 1949-2015.",16.9 linear ft.,summary,racism,drafts compiled for his Ford Foundation appointment researching desegregation and racism in the 1970s; writings and essays about Reinhold Niebuhr,RaceEuphemisms
1037353155,008335505,20180525114439.0," Johns, Lee Clark, http://id.loc.gov/authorities/names/n2003049103 creator. ","Lee Clark Johns papers, 1960-2016.",13.5 lin. ft.,bionote,race relations,"The John Hope Franklin Center for Reconciliation, which addresses race relations in Tulsa. She was also a founding member of",RaceEuphemisms
1048613043,008382214,20190403161510.0, Duke University. Graduate Liberal Studies Program. http://id.loc.gov/authorities/names/no2009026406 ,"Picturing Activism student projects, 2017.","1.0 linear ft., 31 items.",summary,racism,"in Alamance County, N.C.; African American women, racism, and political activism; environmental crises and activism through",RaceEuphemisms
1100474152,008885897,20190509164259.0," Informer Group, creator. ","Informer Group advertisement--Largest Negro Circulation in the South!, 1943.",1 item.,summary,Negro,"issue of Printers' Ink publication and proclaimed ""Largest Negro Circulation in the South"" to encourage mainstream advertisers to",RaceEuphemisms
1101672564,008938820,20200316101628.0,NULL,"Istanbul photographs and postcards collection, 1890s-1930s.",174 items (0.2 linear ft.),summary,colored,". Some postcards are illustrations, at times hand-colored. Items are described individually in Turkish and English.",RaceEuphemisms
1126666449,009277534,20191112142851.0," Alston, Roland, 1908-1994, creator, interviewee. ","Roland Alston family papers, 1990-1991 and undated.",0.6 linear ft.,summary,colored,"-and-white and 5 color (one hand colored) uncaptioned photographs, including individual and group portraits,",RaceEuphemisms
